id,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM269,PIM242,PIM254,PIM311,PIM262,PIM284,PIM321,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404
KEGG_BASAL_TRANSCRIPTION_FACTORS,4.1789,4.7589,5.219,4.3828,4.3378,4.3811,3.676,4.1228,4.7588,4.19,5.526,4.467,3.7921,4.6651,4.1938,5.7353,4.5676,4.2349,4.2172,3.7163,3.5683,4.466,4.2776,4.9519,4.5135,4.0103,4.6639,4.5097,5.5852,6.1439,5.7716,4.115,4.1521,4.1793
KEGG_DNA_REPLICATION,5.5465,7.1743,7.5923,7.2202,5.1673,6.0852,6.7242,6.6924,6.2295,6.313,5.8957,6.1064,4.7171,6.4793,7.7744,6.4951,7.7325,5.9504,4.6614,5.3726,5.3269,6.5063,5.4067,6.8669,7.3907,6.9171,6.6837,6.9916,7.3978,7.0415,6.7628,6.0162,5.3158,6.4749
KEGG_SPLICEOSOME,17.0206,16.7787,17.1157,17.0851,15.595,16.7043,17.3971,16.5553,15.7649,16.0978,16.629,18.068,16.3795,17.1538,16.6787,19.4452,18.0502,16.8193,16.08,16.4178,15.5114,17.9748,16.6822,16.3557,16.43,16.3334,16.7958,17.2508,17.7887,18.4108,18.6026,16.7988,16.6144,16.2233
KEGG_PROTEASOME,10.8597,11.684,10.7816,11.5284,11.3531,11.7484,9.8745,11.9162,11.1632,11.1178,10.874,11.9292,11.9169,10.6213,11.6842,12.0175,11.1847,11.0226,9.6614,11.5787,11.0209,11.4971,10.9224,11.0014,11.1761,11.1283,10.9844,11.3903,11.0331,11.8104,11.2837,11.8421,12.0438,11.9602
KEGG_PROTEIN_EXPORT,7.3629,7.6167,7.2191,7.0064,7.3234,7.6469,7.8602,7.8006,7.2189,7.4056,7.5413,7.7756,7.8117,7.2716,7.0482,7.4982,7.5055,7.866,7.1342,7.4854,7.1958,7.3885,7.7836,7.2372,7.1297,6.9322,7.524,7.4028,7.8528,7.7077,7.8268,7.3918,7.5382,6.9085
KEGG_PPAR_SIGNALING_PATHWAY,-0.8539,-2.1075,-2.5769,-2.9981,0.2304,-0.8329,0.0941,-1.2169,-1.6048,-1.1593,-2.8503,-1.8908,-0.1853,-0.8889,-0.7463,-1.5226,-2.9833,-0.3443,-2.3567,-1.3114,-1.5692,-1.0999,-1.3877,-2.3708,-2.2067,-1.3197,-1.3086,-2.865,-2.7679,-1.9436,-2.0142,-1.5938,-1.7083,-2.1255
KEGG_BASE_EXCISION_REPAIR,4.4091,6.4696,6.3474,6.7809,6.0924,6.3867,5.3691,6.3964,6.3688,5.0847,5.1579,7.0285,5.8952,6.878,6.6924,5.9353,6.3158,5.6625,5.5447,5.9698,6.0593,6.1191,5.0616,6.063,6.3121,6.1636,5.7865,6.9626,6.4764,6.4456,5.7107,6.126,5.8849,6.3399
KEGG_NUCLEOTIDE_EXCISION_REPAIR,6.3859,6.6681,7.2595,7.1581,5.5534,5.7912,6.7618,6.6419,6.4177,6.1312,6.2232,6.1889,6.116,6.9649,7.2209,7.1332,6.7769,6.9141,6.0566,5.6297,5.6437,6.465,5.8801,6.9262,7.3416,6.0191,6.5213,6.9418,7.2439,7.8919,6.5045,5.7937,5.619,6.2358
KEGG_MISMATCH_REPAIR,4.5579,5.4669,5.817,5.4001,4.4239,5.2159,5.4656,4.9397,4.9215,5.2097,5.6217,5.0211,4.5935,5.2704,5.9486,5.2833,6.0392,4.8766,4.4631,4.6851,4.7385,5.29,5.1814,5.5345,5.6283,5.3923,5.5447,5.5273,5.5494,5.3481,5.7304,5.368,4.4274,5.2342
KEGG_HOMOLOGOUS_RECOMBINATION,1.934,3.4312,4.3237,4.7209,2.1906,2.7588,3.9472,2.8527,3.3918,3.0925,3.7844,3.011,1.7038,3.1619,3.9067,2.8303,3.4504,3.603,1.4453,2.5505,2.6636,3.3028,2.8103,3.8928,3.9878,3.8797,2.7627,3.1941,3.4788,3.2053,3.275,3.2987,2.6593,3.3233
KEGG_NON_HOMOLOGOUS_END_JOINING,2.6641,3.4705,3.4489,3.0364,2.5735,2.7785,3.0716,3.2195,3.4518,3.3682,3.7681,3.3096,3.4772,3.4059,3.3277,3.0068,3.9182,2.9974,2.1216,3.3557,3.1965,3.2481,3.0629,3.5614,3.7976,3.1594,2.7057,2.2874,3.8251,3.2148,3.1118,2.9841,2.8658,3.1608
KEGG_MAPK_SIGNALING_PATHWAY,1.0477,-2.1393,-1.9357,-1.9822,0.4391,0.1827,-0.9636,-1.3943,-1.6943,0.8939,-1.1579,-0.846,0.1319,-1.0203,-1.1857,-2.0241,-1.1372,-1.1405,1.0707,-1.1888,-1.0178,-1.0057,-0.4161,-1.1145,-2.0885,-2.1108,-0.2981,-1.0288,-1.776,-1.6025,-0.9335,-0.3339,-0.7026,-1.3222
KEGG_ERBB_SIGNALING_PATHWAY,3.1152,3.2229,2.9093,2.8875,3.3721,3.1137,3.1294,2.655,2.0553,3.3648,2.8376,3.7067,3.5857,3.624,3.1163,1.1067,2.5647,2.2476,4.2968,3.8727,3.7774,3.0086,3.8587,2.4449,2.273,3.0347,3.4623,4.3933,0.4837,0.7108,0.4737,3.1778,3.3845,3.6426
KEGG_CALCIUM_SIGNALING_PATHWAY,-5.7566,-7.1274,-7.0652,-7.3007,-5.4841,-6.2845,-6.5842,-8.5679,-5.5874,-6.3206,-6.3599,-6.8976,-7.0434,-7.2696,-6.1525,-8.1125,-5.9618,-7.6556,-6.0046,-6.9546,-6.9479,-7.1418,-7.8172,-7.754,-7.2344,-7.4186,-6.6518,-5.8016,-8.6991,-8.6515,-7.5969,-6.0516,-7.3967,-6.742
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,-11.9753,-12.2226,-13.3959,-14.4614,-10.2582,-11.8706,-12.8065,-12.6556,-12.9817,-7.1011,-13.937,-13.3574,-11.385,-11.1425,-10.9704,-13.7997,-16.8975,-12.9037,-11.6607,-11.5064,-12.3483,-11.3702,-9.9765,-10.9902,-12.3692,-14.8918,-11.829,-12.4666,-15.4594,-14.4062,-14.1147,-13.0066,-11.7387,-12.7442
KEGG_CHEMOKINE_SIGNALING_PATHWAY,-1.9227,-0.2021,-1.2414,-1.9789,0.6268,-0.5135,-2.6364,-1.7806,-1.5588,1.3224,-3.3146,-1.6646,0.0981,-2.5875,-1.2787,-2.9298,-1.5517,-1.6057,-1.0872,-1.0947,-0.6821,-0.2047,0.2954,-1.2548,-2.3824,-2.2895,-1.0762,-1.7802,-3.3521,-3.1164,-3.9277,-0.6946,-0.3934,-1.5896
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,-0.4261,0.3593,-0.0299,-0.0537,0.2189,-0.5732,0.0654,-1.1284,1.0843,-0.1268,-1.4385,0.6279,0.6733,-2.2275,-0.8244,-1.7127,-0.5897,-0.9209,2.0101,0.4687,0.0471,-1.653,-1.9779,-0.6957,-1.1408,-1.3135,0.933,1.6962,-1.6835,-2.4772,-2.2865,-0.1128,-0.2366,-0.211
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,-16.25,-14.9817,-15.5915,-15.0684,-14.3359,-14.4233,-15.298,-16.7321,-15.8405,-14.6691,-15.2411,-16.8536,-13.9551,-13.7907,-14.3663,-15.4317,-13.8662,-14.6688,-15.3752,-15.0217,-14.7952,-14.7717,-15.3957,-16.3656,-15.4935,-14.1772,-16.8189,-16.6944,-13.9307,-16.1263,-14.8803,-14.3328,-14.8278,-14.9989
KEGG_CELL_CYCLE,12.078,12.1354,12.1368,11.7888,9.7689,10.0458,8.5786,10.617,9.633,10.8706,12.3305,12.0564,8.1936,11.8341,12.2763,13.8025,10.7819,10.8461,7.9132,9.5478,9.2629,10.9632,10.5284,11.981,11.4585,10.3024,11.8749,9.8934,11.8783,11.0721,11.4855,10.8808,10.8149,12.0712
KEGG_OOCYTE_MEIOSIS,7.1564,8.1638,8.2177,8.8597,7.1739,8.1752,6.6693,6.9631,7.7831,7.3117,7.9537,7.9658,7.6499,7.9632,7.5225,8.3289,8.6289,7.919,5.404,7.0407,6.4017,7.6219,6.5606,8.0032,7.7652,7.9437,7.9817,8.4742,7.8643,7.195,6.9737,7.3623,7.1603,7.9254
KEGG_P53_SIGNALING_PATHWAY,4.0517,2.3358,2.2332,3.0636,1.2811,1.6284,1.209,2.2194,2.0214,3.5289,3.6544,3.8753,2.8579,2.6382,2.9556,2.3975,1.097,1.7884,1.5544,2.9888,2.543,2.0702,1.5716,1.5625,1.198,0.5509,2.5304,0.9421,0.3054,1.7249,1.1816,1.9896,2.009,2.0735
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,9.2966,10.1761,9.9352,9.6809,12.014,10.6029,8.374,10.2721,9.3214,9.2749,10.2889,11.0025,11.0268,10.1806,10.3285,10.1066,10.1988,9.3895,9.9086,10.0249,9.9004,10.7418,10.5804,9.7483,9.449,8.8164,10.3088,8.8799,8.5666,9.1372,9.4153,10.2746,10.7073,9.9338
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,0.673,1.6499,1.1505,1.2711,2.1713,1.0833,2.0296,2.9975,2.9026,1.3615,1.7946,1.9927,2.6939,2.11,1.606,1.8545,1.3006,1.9898,2.7084,1.7081,1.7438,1.2664,2.1818,0.831,0.9794,1.5423,0.6046,0.7581,0.6574,0.7665,0.7078,1.962,2.0127,2.5612
KEGG_REGULATION_OF_AUTOPHAGY,2.947,3.9096,3.2802,2.6503,2.9208,2.3641,3.1935,3.0276,2.6317,3.2442,3.2205,3.499,2.7398,2.9712,3.0103,3.6634,3.6674,2.8798,3.3003,2.6945,2.5375,2.6879,3.4447,3.6272,3.4423,3.1881,3.3918,3.5151,3.1865,3.6291,2.8581,2.5668,2.5245,2.8244
KEGG_LYSOSOME,6.3496,5.8999,5.2018,5.9167,8.8138,8.7656,9.5681,8.175,8.2195,8.1115,3.9338,6.4775,10.5249,6.7724,7.8365,4.4882,5.6324,8.1045,7.5904,7.897,7.9917,7.854,8.6376,7.7284,7.7037,7.7395,7.4022,7.8614,4.4651,4.8074,5.1447,8.9462,9.3097,8.2703
KEGG_ENDOCYTOSIS,5.8644,4.8803,4.3662,3.7455,4.8002,4.2008,4.5872,4.3288,3.3558,6.4748,4.3472,4.7896,6.1169,3.8877,4.4405,3.8907,4.1029,3.9843,4.9083,4.9219,5.286,4.6511,4.7096,3.353,3.3917,4.2822,4.3979,4.6317,2.2803,3.2386,2.4027,5.7578,5.8078,5.3313
KEGG_PEROXISOME,0.7224,3.2021,1.8692,2.4422,3.5412,2.8797,4.8249,3.4597,2.0791,2.4946,0.4337,2.1372,4.2193,1.9512,2.0031,2.6872,2.9444,3.981,2.353,3.9378,3.1564,2.9292,3.2745,2.0792,1.8623,2.8976,2.5824,2.536,0.7918,1.7106,2.0472,3.0958,3.7307,3.6238
KEGG_MTOR_SIGNALING_PATHWAY,3.8535,4.0793,3.8355,3.2479,4.2505,3.4825,2.9622,3.4405,4.4374,4.9209,3.4163,4.1789,3.5487,4.2047,3.7435,3.546,4.4267,3.5,3.8523,3.3571,3.7065,3.5892,4.1593,3.5801,3.8405,3.3301,3.3884,4.2035,3.3696,3.8305,3.4268,3.5715,3.5871,3.4101
KEGG_APOPTOSIS,-0.1422,2.6489,1.3453,1.9507,2.7678,2.4115,1.4189,1.6007,1.6059,4.5053,0.6306,1.8531,3.6195,1.3624,2.2406,0.1217,-1.554,1.1791,1.6352,4.0011,3.3609,2.8428,3.5149,1.0679,-0.1751,0.5476,1.4563,0.9857,-0.8694,-0.3047,-1.4818,1.8393,2.723,1.6974
KEGG_CARDIAC_MUSCLE_CONTRACTION,6.0977,5.3499,5.5101,5.1545,5.809,4.9194,4.8349,5.9582,5.3951,4.7953,5.7915,5.501,6.7046,4.7712,5.1048,5.0372,8.8856,5.9902,5.9045,4.5909,4.4991,4.8473,5.1815,4.2573,5.1607,4.5897,5.1922,5.7742,6.6537,5.7866,6.6568,6.163,5.4654,5.8991
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,2.0396,-1.1917,-1.2231,-1.468,1.9407,1.7188,-1.7244,-0.2986,-0.9198,-0.371,0.9551,0.8877,-1.0769,-0.583,0.5778,-1.0363,0.1007,-0.3196,1.9706,0.205,0.1661,-1.4286,-1.734,-0.1643,-0.1284,0.8936,2.8952,2.2192,-1.9935,-2.2721,-1.8287,-0.6463,-1.3574,-1.3952
KEGG_WNT_SIGNALING_PATHWAY,3.4483,1.1555,1.7234,1.2107,2.7119,2.2865,0.6613,1.6515,-0.3885,2.6223,3.5123,1.7516,0.3809,3.6877,3.1075,1.4197,0.5019,1.0234,2.3517,3.0601,3.217,1.7904,2.6179,3.1566,1.9415,1.9013,2.9764,1.4003,1.628,1.3164,1.6067,2.3459,2.6058,1.779
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1.2369,2.3783,2.0018,1.7859,1.7232,1.3533,0.5211,0.3955,0.7209,1.3967,1.2033,1.9651,1.4224,1.1882,1.6731,1.0867,-0.8213,1.2567,1.1706,1.6352,1.5914,2.5119,2.858,1.4352,1.2596,1.2894,2.2604,1.1429,0.0374,-0.3085,0.8079,1.7847,1.9685,0.9837
KEGG_NOTCH_SIGNALING_PATHWAY,4.1468,3.1696,3.5994,3.4403,3.8229,4.7954,2.5431,3.4191,2.3664,3.5628,4.5015,3.6642,2.5182,3.7716,3.0211,3.3736,4.0652,2.9777,4.1593,4.3936,4.3581,3.0568,3.4479,4.9185,4.5591,4.8014,4.003,3.8116,4.2177,4.2816,4.1814,2.8844,3.3497,2.9781
KEGG_HEDGEHOG_SIGNALING_PATHWAY,-4.4243,-5.9005,-5.2454,-6.051,-5.459,-5.3511,-6.4733,-5.6429,-6.2469,-4.948,-4.5983,-5.1504,-5.4155,-5.6901,-7.1552,-5.9699,-5.7351,-6.2089,-5.9467,-6.3561,-5.8289,-6.3295,-5.6405,-5.6083,-6.1066,-6.7797,-5.8193,-6.1112,-4.2461,-4.7346,-4.4628,-5.6502,-5.845,-5.6805
KEGG_TGF_BETA_SIGNALING_PATHWAY,2.0971,-1.9452,-1.5598,-3.0706,0.4589,0.151,-3.5454,-0.4192,-1.2601,0.3221,0.4962,-0.5439,-1.7336,0.2462,-1.0228,-2.5778,-0.5864,-1.4918,-1.161,-1.6075,-1.9372,-1.4339,-1.5933,1.3616,0.5977,-1.457,0.7133,-0.976,0.6718,0.3387,0.8799,-1.7063,-1.5675,-2.0998
KEGG_AXON_GUIDANCE,0.8715,-1.206,-1.7668,-1.1691,0.6435,-0.0929,-3.1046,-0.7852,-2.0331,-0.5741,-0.0636,-0.7404,0.0741,-0.2346,-0.204,-2.9627,-0.4952,-1.4148,0.7835,-0.1186,0.2214,-0.4391,-0.1594,-1.0461,-0.8873,-2.1993,-0.501,-0.5735,0.5784,-1.6401,-1.5999,-0.2941,-0.0444,-0.2921
KEGG_VEGF_SIGNALING_PATHWAY,3.2063,0.6692,0.7689,1.0259,1.7044,1.4389,0.7775,1.1043,0.6263,2.4216,0.3281,1.5374,2.1466,0.1079,0.7431,0.0993,0.3814,1.6579,1.5807,1.7567,1.8038,1.0724,1.3183,0.698,0.8526,0.6588,2.4142,1.5963,0.2978,0.4897,0.7343,1.7473,1.6845,1.5733
KEGG_FOCAL_ADHESION,5.4717,-2.1369,-2.3431,-2.4731,4.9512,6.0402,-0.8744,1.2677,-1.707,4.0467,1.836,1.7252,-1.5467,2.205,1.2763,-0.5335,-1.8883,0.2632,5.5109,1.7633,0.8442,1.9438,1.5525,1.48,0.4092,1.0442,4.7873,2.9536,-0.2149,0.127,0.1574,0.3928,1.1644,-0.8661
KEGG_ECM_RECEPTOR_INTERACTION,1.604,-7.0154,-6.4611,-7.1884,0.0245,1.2389,-6.0966,-2.6877,-7.2281,-0.8221,-3.5253,-3.7609,-6.7199,-2.965,-2.9688,-4.3603,-6.6513,-3.7947,1.1751,-2.1444,-3.1669,-1.718,-3.5232,-2.5698,-3.5876,-2.9153,-0.1035,-2.657,-4.1076,-4.1078,-2.9367,-3.3204,-2.9556,-5.1698
KEGG_CELL_ADHESION_MOLECULES_CAMS,-3.8715,-4.1629,-5.6969,-5.6766,-1.876,-2.0371,-5.6644,-3.5659,-4.3614,-2.4656,-4.2342,-5.2851,-2.7427,-3.8589,-3.1082,-6.2429,-4.938,-5.039,-2.8734,-3.254,-3.3884,-1.5288,-3.345,-5.9328,-5.1607,-4.4844,-4.6205,-3.6313,-8.7276,-7.4724,-8.5527,-3.1423,-2.6867,-3.6419
KEGG_ADHERENS_JUNCTION,7.9195,7.2459,6.6002,6.3395,8.3155,7.9958,5.2419,5.5688,5.4362,7.5895,8.1896,7.5815,6.7704,6.4622,6.6083,6.8398,7.6492,6.0954,7.5497,6.7051,6.3058,7.8045,6.729,7.4239,6.6499,7.0261,8.2465,7.1269,5.6061,4.8763,5.7176,8.0055,8.0852,7.3845
KEGG_TIGHT_JUNCTION,4.8021,8.1113,6.8413,6.0517,7.0958,6.1139,5.0012,5.6536,5.0028,6.3796,5.9821,6.6499,6.2488,5.912,6.6813,5.3833,5.051,6.123,7.1399,7.1539,6.8302,5.8837,6.3279,6.5647,6.865,6.6285,6.5385,5.9267,4.3577,5.079,4.9368,5.7518,6.0974,5.7418
KEGG_GAP_JUNCTION,4.1299,1.5004,0.9777,1.3887,2.7989,3.2078,2.5961,2.3526,2.5462,1.521,3.4882,2.9873,1.3886,2.8078,2.7262,1.2318,3.5137,1.5886,2.9222,3.0222,2.7982,1.4666,0.4865,2.381,2.2398,1.215,3.1381,3.2935,2.8144,3.4304,3.0394,2.8193,2.7292,2.5959
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,-3.4868,-5.9142,-6.3945,-7.0785,-2.4379,-3.093,-5.2913,-5.4938,-6.328,-2.9962,-6.8676,-4.6697,-4.5601,-4.1833,-5.5445,-5.2338,-7.0854,-7.0016,-1.4368,-6.0992,-5.8999,-1.9464,-1.603,-5.105,-5.5358,-5.9659,-4.0614,-6.3655,-7.3382,-6.3474,-7.3264,-5.0928,-3.8027,-6.6473
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,5.3102,4.7929,3.0425,3.6539,7.3414,6.9673,3.4527,5.6357,4.3553,6.7579,3.3838,4.0534,6.7037,5.5523,5.2712,4.4734,5.1569,4.5675,7.4289,4.9076,5.1523,8.0863,6.7124,1.8247,2.9443,4.8457,5.6979,7.2266,2.9967,5.2062,1.6308,6.8075,6.8687,5.9313
KEGG_RENIN_ANGIOTENSIN_SYSTEM,-1.4135,-2.9021,-2.627,-3.2594,-1.3388,-1.6106,-1.987,-2.2565,-0.615,-2.2293,-4.4107,-1.4241,-1.3928,-1.66,-1.5852,-3.9202,-1.502,-1.067,-1.9272,-1.0636,-0.8225,-1.4511,-0.8999,-2.4513,-2.4866,-2.9901,-1.1246,-0.9871,-2.7465,-2.9695,-2.6534,-1.6956,-1.1686,-1.4433
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,-2.2014,0.3847,-0.2134,-1.0759,0.7464,-0.1376,-1.41,-0.1441,-0.0389,3.3683,-2.8803,-0.6154,1.1331,-0.8711,0.041,-1.2395,-3.5161,-0.1977,-1.3261,0.6085,0.5136,1.3322,1.6642,-1.1719,-2.3688,-2.9492,-0.8464,-0.8556,-4.4648,-2.7566,-3.7872,0.2514,1.6273,-0.9185
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,-1.3978,0.6898,-0.5916,-1.0182,2.7923,1.4658,-0.2405,1.5664,-0.541,4.015,-1.3939,0.5701,2.0501,0.7545,1.1756,-0.4302,-2.5478,0.5981,0.1477,1.1333,0.9623,2.3077,2.5814,1.328,0.005,-0.8408,0.308,-1.4381,-2.9691,-2.5678,-2.5002,-0.1482,0.3334,-0.7888
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,-1.2926,-0.1655,-0.0969,-1.2818,1.3303,0.9855,1.1027,0.7798,0.222,2.9548,-1.5484,0.3664,1.6813,-1.3176,-0.3947,0.3283,-2.0151,0.7104,-0.513,-0.2385,-0.3024,1.9121,1.2419,-0.499,-1.6525,-0.665,-0.013,0.1039,-3.2624,0.1864,-2.7771,0.7048,1.4709,0.1175
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,-0.6634,1.6145,0.7088,0.8205,2.2627,3.2066,0.8805,2.3403,1.2458,2.4958,-0.1549,2.1646,2.4915,1.3408,1.8929,2.493,-1.272,1.133,0.2198,2.4797,2.5896,3.651,2.5788,0.5479,-0.5305,-0.261,0.8187,1.432,-0.8891,1.371,-0.633,2.3042,2.5499,0.9878
KEGG_JAK_STAT_SIGNALING_PATHWAY,-4.1344,-4.0584,-4.6102,-4.6329,-1.8878,-3.0077,-4.696,-4.3106,-4.9535,-1.3025,-3.7392,-3.4383,-3.246,-3.8751,-5.0235,-5.9322,-5.3477,-4.1586,-2.6834,-2.9054,-3.6426,-2.867,-1.6516,-2.5824,-3.6227,-4.4594,-3.6337,-4.0623,-5.9726,-5.2873,-6.1958,-3.2069,-2.1273,-3.9653
KEGG_HEMATOPOIETIC_CELL_LINEAGE,-5.8873,-5.8752,-6.3565,-6.6304,-4.3576,-4.9339,-6.4644,-6.1191,-6.5734,-4.3059,-6.9285,-6.3746,-5.7999,-5.4947,-4.9804,-6.0691,-7.8707,-5.4581,-4.6945,-4.4591,-4.966,-4.8231,-4.7898,-6.3574,-7.3549,-6.6228,-5.4437,-5.4567,-8.6889,-7.6374,-8.4778,-6.077,-5.2711,-6.6803
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.3827,-0.127,-1.1476,-1.0455,0.9072,0.8302,-2.323,-0.0678,-1.0886,2.1156,-2.1679,0.1431,1.0469,-0.5801,0.009,-1.8134,-1.7421,0.4868,0.4573,1.6137,-0.0198,0.6867,0.3338,-1.8468,-2.2771,-1.6883,1.2213,0.2399,-3.5737,-2.1873,-4.9305,1.4129,2.3617,1.3025
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,-0.1242,0.4219,-0.1603,-0.141,0.894,0.0902,-0.2129,-0.1945,-0.3886,1.3082,0.081,0.9129,0.6576,-0.3116,-0.2839,-1.146,0.2027,-0.944,0.0747,0.1811,-0.003,0.1917,0.4731,0.2035,-0.3599,-0.6146,0.2371,-0.5695,-1.7469,-1.8282,-2.0886,-0.8463,-0.2588,-0.4577
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.4837,2.5861,2.0109,2.2537,2.2589,1.8359,-0.0726,1.7211,0.8301,3.2057,-0.5422,2.2809,2.053,1.7892,1.4586,-0.0097,-0.3486,1.2232,1.3886,2.5515,2.2856,2.814,3.111,1.4309,0.4549,0.8081,1.7117,1.1694,-1.5706,-0.5918,-1.5941,2.0479,2.6624,1.7312
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.1917,-0.2693,-0.4357,-1.3776,-0.1757,-0.9156,-0.7131,-0.6549,-0.0724,0.5789,-1.9466,-0.7321,0.1256,-2.202,-1.199,-2.0069,-0.8512,6.00E-04,-0.479,0.5056,0.2121,-1.0314,-0.95,-2.1199,-1.7515,-1.4518,-0.1473,-0.3227,-2.7185,-2.469,-2.9706,-0.2766,-0.1511,-0.2784
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,4.0289,4.4824,3.8158,4.2857,3.0765,2.4813,2.722,3.349,4.3168,3.6764,2.1066,3.2969,3.5768,2.5713,3.0692,2.5745,1.8775,4.2953,3.9167,4.4714,4.6191,3.1654,3.3166,3.0858,3.264,2.8558,3.9221,4.2111,1.0493,0.9893,1.0416,3.7695,4.3025,3.8607
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,-0.1628,1.4836,0.7041,0.7656,3.2459,2.1706,0.3256,1.3992,1.5355,3.6349,-0.5297,1.3136,1.9552,0.8141,1.9968,-0.011,-1.135,1.2815,2.4709,2.0408,1.6116,1.6495,1.2918,1.004,1.1912,0.6118,1.774,1.6176,-1.802,-0.8329,-0.7918,0.7101,1.8511,0.9123
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,-5.0815,-4.8607,-5.6239,-5.63,-4.7676,-4.9204,-5.0794,-5.086,-5.7882,-3.0444,-5.3806,-6.0453,-3.1249,-4.5204,-4.3541,-6.6569,-6.655,-5.4743,-2.01,-4.7004,-4.4836,-2.3879,-4.3373,-5.5928,-5.8667,-5.2409,-5.1487,-3.7025,-6.7592,-6.3674,-6.6967,-4.0483,-3.7884,-4.86
KEGG_CIRCADIAN_RHYTHM_MAMMAL,0.8309,0.9141,0.3208,0.0482,2.5359,1.8906,1.4703,0.9357,0.1447,2.8706,0.4484,1.4173,2.543,0.3331,-0.3372,1.173,1.5915,0.0927,2.4705,0.6105,0.7864,1.2152,1.3614,1.559,1.4699,1.017,1.8308,0.5898,-0.8281,0.6759,0.5386,0.2157,0.6843,0.1619
KEGG_LONG_TERM_POTENTIATION,2.0333,2.0943,1.753,2.0534,3.1385,2.8548,2.0378,1.1975,1.9571,1.2078,1.8686,2.283,2.323,1.688,2.0027,0.8679,4.5167,1.3131,2.578,1.726,1.7508,1.7331,1.7695,2.1343,2.1414,1.9242,3.1262,4.0721,1.308,0.3781,0.6417,1.5749,1.0812,1.6128
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,5.41,4.7063,5.1737,4.038,5.6207,5.625,3.7293,4.1126,3.21,5.0709,3.8636,5.7478,4.5414,4.0111,4.1745,2.9259,4.5364,3.6297,5.7717,4.4654,4.5727,5.2092,5.162,3.6899,3.0201,3.4483,5.1516,5.5253,3.4659,2.7113,3.1149,4.2486,4.4932,4.2808
KEGG_LONG_TERM_DEPRESSION,2.1,1.36,0.6829,0.2691,0.7345,0.5954,1.2565,0.152,0.7684,0.2422,0.8055,0.8728,0.8786,0.3642,1.1215,-0.1076,2.3043,0.5895,0.2308,0.5148,0.7146,-0.3609,0.1212,1.3929,1.4991,1.1992,1.2734,1.0274,-0.4086,-0.4415,-0.2791,-0.0561,-0.4479,-0.3028
KEGG_OLFACTORY_TRANSDUCTION,-3.5157,-2.3717,-2.7758,-2.672,-2.1037,-2.6766,-3.6162,-2.3023,-1.9782,-3.4095,-3.8717,-2.4819,-2.2037,-2.4088,-3.2042,-3.6275,-2.4527,-2.7891,-3.1232,-2.1701,-2.2007,-3.0526,-2.6165,-3.0921,-3.3545,-2.0417,-2.6391,-1.6628,-3.837,-4.2427,-4.4836,-2.9799,-3.3158,-2.5375
KEGG_TASTE_TRANSDUCTION,-1.1769,-2.8172,-2.2742,-1.8801,-4.4037,-4.0028,-2.9317,-3.6198,-2.9654,-2.9844,-3.0824,-2.3835,-2.4324,-3.1519,-3.2572,-4.1502,-1.8654,-2.0961,-2.7468,-2.3031,-2.1067,-1.4301,-1.7649,-2.3367,-2.9574,-3.5084,-1.6587,-1.2784,-3.2718,-3.8161,-3.9571,-2.7167,-3.4939,-3.4772
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,5.057,3.4509,3.2749,3.4576,6.5242,6.4702,3.4328,4.3314,4.3965,5.9364,4.3414,4.8418,3.9329,4.2166,5.4053,2.5881,2.8611,4.2144,7.018,5.2667,4.8447,4.5855,3.9145,4.4376,3.5548,4.6204,6.0548,5.5646,2.4367,2.7518,2.2416,4.0795,5.4696,4.1346
